91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 0102 / 21 - 10 ,4/22/2013,15:18,,,
חשבון ,שם חשבון ,תקציב שנתי מאושר )מעודכן( ,תקציב יחסי לתקופה ,ביצוע מצטבר לתקופה )כולל קליטה,הסטיה ,%הסטיה מהתקציב ,,,,,,,
1111100100,, ארנונה כללית שוטפת ,0,0,0,0,0,,,,,,
1111100110,ארנונה כללית שוטפת ,1000,1000,1442,-442,44,,,,,,,
1111200100,,ארנונה כללית פגורים ,0,0,0,0,0,,,,,,
1111200110,ארנונה כללית פגורים ,1800,1800,1960,-160,8,,,,,,,
 ," סה""כ ארנונה כללית ",2800,2800,3402,-602,21,,,,,,,
1413100210,אגרות מים שוטף ,2690,2690,2099,591,21,,,,,,,
1413101210,אגרת מים פיגורים ,3300,3300,3078,222,6,,,,,,,
 ," סה""כ הכנסות ממכירת מים ",5990,5990,5176,814,13,,,,,,,
1312200420,"השתת' הורים הזנה יוח""א ",12,12,40,-28,233,,,,,,,
1312200740,השתת' ממפעל הפיס ,0,0,0,0,0,,,,,,,
1312300410,השתתפות הורים ,0,0,15,-15,0,,,,,,,
1312800420,הכנסות מקייטנה ,0,0,0,0,0,,,,,,,
1312800790,"השתת' בקייטנה-מש""מ ",0,0,0,0,0,,,,,,,
1313200420,"השתת' הורים הזנה יוח""א ",30,30,178,-148,493,,,,,,,
1313201420,השתת' הורים הזנת יוחא-אלע ,80,80,37,43,53,,,,,,,
1313202420,"השתת' הורים הזנה יוח""א ",65,65,75,-10,15,,,,,,,
1313203420,"השתת' הורים-הזנת יוח""א ",90,90,26,64,71,,,,,,,
1313203740,השתת' מ.פיס ציוד ורהוט ,0,0,0,0,0,,,,,,,
1313204420,"השתת' הורים הזנת יוח""א-אנ ",50,50,0,50,100,,,,,,,
1313204740,השתת' מפעל הפיס ,0,0,0,0,0,,,,,,,
1313205420,השתת' הורים הזנה ,20,20,13,7,35,,,,,,,
1313205740,השתת' מ.פיס ציוד ורהוט ,0,0,35,-35,0,,,,,,,
1313300730,השתת' מוסד לביטוח לאומי ,0,0,0,0,0,,,,,,,
1313800420,הכנסות מקייטנות ,0,0,0,0,0,,,,,,,
1315209740,השתת' מפעל הפיס ,0,0,0,0,0,,,,,,,
1315210740,השתת' מ.הפיס ציוד ורהוט ,0,0,0,0,0,,,,,,,
1317600420,השת' הורים רווחה חינוכית ,0,0,0,0,0,,,,,,,
1317901740,השתת' מפעל הפיס ,0,0,0,0,0,,,,,,,
 ," סה""כ עצמיות חינוך ",347,347,419,-72,20,,,,,,,
1342201420,השתת' הורים בקייטנת אמהות ,0,0,0,0,0,,,,,,,
 ," סה""כ עצמיות חינוך ",0,0,0,0,0,,,,,,,
1111000000,, ארנונות ,0,0,0,0,0,,,,,,
1120000000,,אגרות ,0,0,0,0,0,,,,,,
1121000290,תעודות ואישורים ,10,10,118,-108,80,,,,,,,
1190000000,,מענקים כלליים ,0,0,0,0,0,,,,,,
1210000000,,תברואה ,0,0,0,0,0,,,,,,
1212300220,אגרת אשפה ,0,0,0,0,0,,,,,,,
1213300290,אגרת רישוי עסקים ,0,0,0,0,0,,,,,,,
1214300220,מלחמה בכלבת-אגרת חיסון ,0,0,0,0,0,,,,,,,
1230000000,,תכנון ובנין עיר ,0,0,0,0,0,,,,,,
1233100220,"אגרות,רשיונות בניה ",0,0,0,0,0,,,,,,,
1233400790,אגרות בנייה-שימעונים ,586,586,506,80,13,,,,,,,
1240000000,נכסים צבוריים ,0,0,0,0,0,,,,,,,
1260000000,,שרותים ערוניים שונים ,0,0,0,0,0,,,,,,
1269000290,הכנסות-מכירת מכרזים ,2,2,0,2,100,,,,,,,
1269000660,הכנסות מימון ,3,3,16,-13,433,,,,,,,
1269000661,ריבית הלואות עובדים ,0,0,0,0,0,,,,,,,
1269000690,הכנסות שונות ,70,70,94,-24,34,,,,,,,
1269000691,שונות קרן מקפת ,20,20,27,-7,35,,,,,,,
1269001290,אגרות בית המשפט)גביה( ,4,4,1,3,75,,,,,,,
1312000000,חינוך קדם יסודי ,0,0,0,0,0,,,,,,,
1312200000,גני ילדים גיל חובה ,0,0,0,0,0,,,,,,,
1312300000,גני ילדים טרום חובה ,0,0,0,0,0,,,,,,,
1313000000,חינוך יסודי ,0,0,0,0,0,,,,,,,
1313200000,"בי""ס יסודי חורה א' ",0,0,0,0,0,,,,,,,
1313201000,"בי""ס יסודי אלעטאונה ",0,0,0,0,0,,,,,,,
1313202000,"בי""ס יסודי חורה ב' ",0,0,0,0,0,,,,,,,
1313203000,"בי""ס יסודי אלביאדר ",0,0,0,0,0,,,,,,,
1313204000,"בי""ס אלאנדלס ",0,0,0,0,0,,,,,,,
1313302000,"ביה""ס אלופאא לאוטסטים ",0,0,0,0,0,,,,,,,
1314000000,חטיבת ביניים מקיף רבין ,0,0,0,0,0,,,,,,,
1315000000,חינוך על יסודי ,0,0,0,0,0,,,,,,,
1315200000,"בי""ס תיכון - עמל ",0,0,0,0,0,,,,,,,
1315201000,"בי""ס תיכון - עתיד אלנור ",0,0,0,0,0,,,,,,,
1315202000,"ביס"" תיכון סכנין ",0,0,0,0,0,,,,,,,
1315203000,"בי""ס תיכון חדש ",0,0,0,0,0,,,,,,,
1315204000,"בי""ס תיכון אלסלאם ",0,0,0,0,0,,,,,,,
1316000000,מינוך גבוה ,0,0,0,0,0,,,,,,,
1317000000,שרותים נוספים לחינוך ,0,0,0,0,0,,,,,,,
1317300000,שירות פסיכולוגי חינוכי ,0,0,0,0,0,,,,,,,
1317600000,רווחה חינוכית ,0,0,0,0,0,,,,,,,
1322000000,פעולות תרבות ,0,0,0,0,0,,,,,,,
1323000420,השתת' הורים/תושבים ,0,0,0,0,0,,,,,,,
1323000740,השתת' מ.פיס ספרייה ,0,0,0,0,0,,,,,,,
1328000000,נוער ,0,0,0,0,0,,,,,,,
1328300420,השתתפות תושבים ,0,0,0,0,0,,,,,,,
1328400420,השתת' תושבים בש.משלימים ,0,0,0,0,0,,,,,,,
1328400790,השת' בקיטנה-מ.השלטון מקומ ,0,0,0,0,0,,,,,,,
1329300790,השתת' מועצה להסדר ההימורי ,0,0,0,0,0,,,,,,,
1329900490,הכנסות ספורט ,0,0,0,0,0,,,,,,,
1341000000,מינהל הרווחה ,0,0,0,0,0,,,,,,,
1342000000,רווחת הפרט והמשפחה ,0,0,0,0,0,,,,,,,
1343000000,שרותים לילד ולנוער ,0,0,0,0,0,,,,,,,
1344000000,שרותים לזקן ,0,0,0,0,0,,,,,,,
1345000000,שרותים למפגר ,0,0,0,0,0,,,,,,,
1346000000,שרותי שיקום ,0,0,0,0,0,,,,,,,
1347000000,שירותי תיקון ,0,0,0,0,0,,,,,,,
1348000000,עבודות קהילתיות ,0,0,0,0,0,,,,,,,
1413000000,משק המים ,0,0,0,0,0,,,,,,,
1413100310,היטל צריכה ,0,0,0,0,0,,,,,,,
1413300220,אגרת מוני מים ,110,110,78,32,29,,,,,,,
 ," סה""כ עצמיות אחר ",805,805,839,-34,4,,,,,,,
 ," סה""כ עצמיות ",1152,1152,1258,-106,9,,,,,,,
1312200920,עוזרות לגננות ,1500,1500,1771,-271,18,,,,,,,
1312200923,"תשלומי הורים חומרים-ג""י ",12,12,12,0,0,,,,,,,
1312200924,"ה.נלוות ח.מיוחד-גנ""י ",15,15,19,-4,26,,,,,,,
1312200925,העשרה ח.מיוחד-גני ,0,0,0,0,0,,,,,,,
1312200926,"שכ""ד גני חובה ",105,105,118,-13,12,,,,,,,
1312200927,"אגרת תלמידי חוץ-גנ""י ",70,70,0,70,100,,,,,,,
1312200928,"גנ""י יוח""א ",270,270,272,-2,0,,,,,,,
1312200929,השתת' מ.חינוך שונות ,0,0,85,-85,0,,,,,,,
1312300920,"שכ""ל גני ילדים קדם חובה ",5000,5000,5242,-242,4,,,,,,,
1312300923,"תשלומי הורים חומרים-ט""ח ",25,25,24,1,4,,,,,,,
1312300924,מ.חינוך-השתת' בשכירות ,0,0,0,0,0,,,,,,,
1312300926,"שכ""ד גנ""י ט.חובה ",60,60,155,-95,158,,,,,,,
1312300927,אגרת תלמידי חוץ-יסודי א' ,0,0,0,0,0,,,,,,,
1312301927,אגרת תלמידי חוץ-אלעטאונה ,0,0,0,0,0,,,,,,,
1312302920,השתת' מ.חינוך - מעגן ,0,0,0,0,0,,,,,,,
1312800920,השתת' מ.חינןך-חוויה קיצית ,0,0,0,0,0,,,,,,,
1313200920,שרתים-יסודי חורה א' ,235,235,224,11,4,,,,,,,
1313200921,מזכירים-יסודי חורה א' ,75,75,78,-3,4,,,,,,,
1313200922,אגרת שיכפול יסודי חורה א' ,10,10,12,-2,20,,,,,,,
1313200923,תשלום הורים חומרים חורה א ,18,18,17,1,5,,,,,,,
1313200924,סייעות כיתתיות חורה א ,0,0,0,0,0,,,,,,,
1313200925,"מנב""ס מזכירים חורה א ",0,0,0,0,0,,,,,,,
1313200926,פדיון חופשה ש+מ-יסודי א' ,0,0,0,0,0,,,,,,,
1313200927,אגרת תלמידי חוץ-יסודי א' ,75,75,0,75,100,,,,,,,
1313200928,"יוח""א ביה""ס א' ",0,0,0,0,0,,,,,,,
1313200929,השתת' מ.חינוך - שונות ,34,34,0,34,100,,,,,,,
1313201920,שרתים- יסודי אלעטאונה ,370,370,363,7,1,,,,,,,
1313201921,מזכירים-יסודי אלעטאונה ,115,115,120,-5,4,,,,,,,
1313201922,אגרת שיכפול יסודי אלעטאונ ,68,68,14,54,79,,,,,,,
1313201923,תשלום הורים חומרים-אלעטונ ,32,32,29,3,9,,,,,,,
1313201924,חוק שילוב סייעות-בודדות ,410,410,545,-135,32,,,,,,,
1313201925,"מנב""ס ביה""ס אלעטאונה ",0,0,0,0,0,,,,,,,
1313201927,אגרת תלמידי חוץ עטאונה ,33,33,0,33,100,,,,,,,
1313201928,"יוח""א ביה""ס אלעטאונה ",0,0,0,0,0,,,,,,,
1313201929,"שח""פ ביה""ס אלעטאונה ",0,0,0,0,0,,,,,,,
1313202920,שרתים-יסודי חורה ב' ,320,320,341,-21,6,,,,,,,
1313202921,מזכירים-יסודי חורה ב' ,100,100,104,-4,4,,,,,,,
1313202922,אגרת שיכפול-יסודי חורה ב' ,12,12,17,-5,41,,,,,,,
1313202923,תשלום הורים חומרים-חורה ב ,25,25,24,1,4,,,,,,,
1313202924,סייעות כיתתיות אלמגד ,85,85,89,-4,4,,,,,,,
1313202925,"מנב""ס מזכירים אלמג'ד ",0,0,0,0,0,,,,,,,
1313202927,אגרת תלמידי חוץ-אלמג'ד ,50,50,0,50,100,,,,,,,
1313202928,"יוח""א ביה""ס אלמג'ד ",0,0,0,0,0,,,,,,,
1313202929,"השתת' מ.חינוך תל""ן ",0,0,0,0,0,,,,,,,
1313203920,"שרתים בי""ס ביאדור ",427,427,468,-41,9,,,,,,,
1313203921,מזכירים יסודי ,136,136,151,-15,11,,,,,,,
1313203922,אגרת שכפול ,17,17,23,-6,35,,,,,,,
1313203923,תשלום הורים -חומרים ,40,40,38,2,5,,,,,,,
1313203924,סייעות כיתתיות אלביאדר ,42,42,45,-3,7,,,,,,,
1313203925,"מנב""ס מזכירים אלביאדר ",0,0,-7,7,0,,,,,,,
1313203927,אגרת תלמידי חוץ -אלביאדר ,153,153,0,153,100,,,,,,,
